koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_bin_oedp_sig,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,label
FALSE POSITIVE,0,1,1,1,2.696370652,7.534e-06,-7.534e-06,170.73769,0.00234,-0.00234,2455003.738,0.00234,-0.00234,0.044,0.36,-0.044,3.6129,0.0686,-0.0686,397.9,9.5,-9.5,0.017673,0.000551,-0.000311,0.51471,0.01428,-0.14593,1.58,0.13,-0.16,0.0349,89.56,1066.0,305.34,96.64,-86.33,5.827,0.162,-0.162,0.0,0.0,0.1496,0.5746,5.508401,34.570904,48.2,1,501.0,1.0,0.0505,4989.0,149.0,-149.0,4.504,0.09,-0.06,0.1,0.25,-0.3,0.819,0.067,-0.082,0.781,0.078,-0.056,283.76547,47.804298,15.269,16.07,15.204,14.926,14.789,13.732,13.212,13.14,0.0,18.917658,1e-05,47.80415,0.0001,-1.47,0.37,-0.53,0.37,0.00047,0.00012,0.00019,0.00012,1.08,0.58,2.19,0.52,2.44,0.53,0.89,0.52,2.32,0.5,2.49,0.54,1
CONFIRMED,0,0,0,0,5.349553819,8.834e-06,-8.834e-06,171.80694,0.00127,-0.00127,2455004.807,0.00127,-0.00127,0.092,0.369,-0.092,3.0278,0.0471,-0.0471,831.0,14.8,-14.8,0.025706,0.000845,-0.000453,1.73782,0.00625,-0.73875,2.55,0.16,-0.24,0.0563,89.62,919.0,168.99,34.66,-38.48,13.8015,0.0496,-0.0496,0.0,0.0,0.186,0.5256,6.0370364,48.504196,60.6,3,247.0,1.0,0.7722,5185.0,85.0,-77.0,4.44,0.098,-0.045,0.16,0.15,-0.15,0.91,0.057,-0.086,0.831,0.058,-0.032,292.37613,47.880989,15.416,15.988,15.363,15.172,15.093,14.114,13.724,13.633,0.002,19.4917224,9.3e-06,47.880883,8.4e-05,-0.71,0.34,-0.38,0.3,0.00055,0.00028,0.0003,0.00025,0.04,0.13,-0.02,0.12,0.04,0.13,-0.02,0.12,-0.03,0.12,0.04,0.12,0
CONFIRMED,0,0,0,0,3.94105221,1.094e-05,-1.094e-05,136.08662,0.00233,-0.00233,2454969.087,0.00233,-0.00233,0.226,0.243,-0.226,2.5984,0.0737,-0.0737,363.3,13.9,-13.9,0.017105,0.000703,-0.000557,1.85636,0.37935,-0.52982,1.7,0.11,-0.16,0.046,88.88,1018.0,253.15,51.91,-57.65,11.51,2.4,-2.4,0.0,0.0,0.186,0.5256,4.5118856,22.749151,28.9,3,322.0,2.0,0.923,5185.0,85.0,-77.0,4.44,0.098,-0.045,0.16,0.15,-0.15,0.91,0.057,-0.086,0.831,0.058,-0.032,292.37613,47.880989,15.416,15.988,15.363,15.172,15.093,14.114,13.724,13.633,0.464,19.491748,2e-05,47.8811,0.00018,0.2,0.72,0.38,0.65,-8e-05,0.00025,-0.00013,0.00022,-0.23,0.22,0.35,0.31,0.42,0.22,-0.24,0.19,0.34,0.2,0.42,0.2,0
CONFIRMED,0,0,0,0,8.10904807,6.787e-05,-6.787e-05,132.8031,0.00716,-0.00716,2454965.803,0.00716,-0.00716,0.025,0.425,-0.025,3.596,0.198,-0.198,217.4,16.8,-16.8,0.013127,0.00087,-0.000503,1.5302,0.23293,-0.63643,1.3,0.09,-0.12,0.0743,89.92,800.0,97.03,19.9,-22.09,17.46,2.7,-2.7,0.0,0.0,0.186,0.5256,4.434382,9.776852,14.1,3,141.0,3.0,0.7742,5185.0,85.0,-77.0,4.44,0.098,-0.045,0.16,0.15,-0.15,0.91,0.057,-0.086,0.831,0.058,-0.032,292.37613,47.880989,15.416,15.988,15.363,15.172,15.093,14.114,13.724,13.633,0.013,19.491847,4.7e-05,47.88095,0.00043,3.8,1.7,-0.1,1.6,-0.00072,0.00032,2e-05,0.00029,-0.11,0.93,-0.14,0.56,0.18,0.87,-0.15,0.99,-0.15,0.56,0.22,0.96,0
FALSE POSITIVE,0,1,0,0,386.6030528,0.0001369,-0.0001369,166.342079,0.000299,-0.000299,2454999.342,0.000299,-0.000299,0.9765,0.0497,-0.0268,6.8057,0.0184,-0.0184,24927.0,45.8,-45.8,0.240528,0.03529,-0.019779,4.63335,0.31031,-0.12558,41.5,1.68,-1.68,1.0719,89.95,297.0,1.84,0.26,-0.24,332.0,22.2,-22.2,0.0,0.0,0.2251,0.4707,,,994.0,1,,1.0,,5543.0,79.0,-79.0,4.081,0.014,-0.014,0.44,0.101,-0.101,1.58,0.064,-0.064,1.103,0.097,-0.097,292.27374,37.671558,12.394,12.933,12.322,12.163,12.094,11.151,10.808,10.72,0.002,19.48491512,4.4e-07,37.6715786,6.2e-06,-0.008,0.019,0.067,0.022,-0.0007,0.0034,0.0006,0.0043,0.001,0.068,0.037,0.068,0.037,0.068,0.001,0.075,0.163,0.07,0.163,0.07,1
CONFIRMED,0,0,0,0,21.67699193,7.01e-05,-7.01e-05,171.53594,0.00258,-0.00258,2455004.536,0.00258,-0.00258,0.896,0.01,-0.663,3.4555,0.0656,-0.0656,857.2,27.1,-27.1,0.032666,2.1e-05,-0.005743,0.60007,4.80948,-0.06216,2.95,0.12,-0.23,0.1408,87.91,530.0,18.64,2.78,-3.8,24.6,11.6,-11.6,0.0,0.0,0.1451,0.582,5.911944,24.54073,34.3,4,62.0,1.0,0.6183,4954.0,79.0,-79.0,4.5,0.075,-0.02,0.18,0.15,-0.15,0.828,0.032,-0.065,0.791,0.05,-0.029,290.46512,47.92918,15.377,16.172,15.343,15.036,14.826,13.81,13.298,13.201,0.103,19.364357,1.2e-05,47.92911,0.00012,0.54,0.43,-0.26,0.43,-0.00064,0.00037,0.0,0.00037,-0.1,0.12,-0.04,0.21,0.11,0.16,-0.28,0.13,-0.23,0.21,0.36,0.19,0
CONFIRMED,0,0,0,0,4.99677968,1.389e-05,-1.389e-05,171.74208,0.00219,-0.00219,2455004.742,0.00219,-0.00219,0.71,0.006,-0.533,2.1717,0.0762,-0.0762,934.7,39.7,-39.7,0.030014,0.004603,-0.002436,1.71827,2.68075,-1.40683,2.78,0.52,-0.23,0.0559,86.9,917.0,166.95,102.06,-42.14,13.14,5.1,-5.1,0.0,0.0,0.186,0.5256,4.132564,24.283327,28.2,1,208.0,1.0,0.036,5339.0,175.0,-159.0,4.552,0.034,-0.136,0.18,0.2,-0.3,0.847,0.161,-0.069,0.931,0.063,-0.094,297.80826,47.946671,15.861,16.577,15.805,15.554,15.445,14.448,14.018,13.903,0.998,19.853891,1.2e-05,47.94662,0.00013,0.26,0.45,-0.17,0.48,2e-05,0.00045,1e-05,0.00049,-0.14,0.18,0.17,0.26,0.22,0.25,-0.06,0.19,0.1,0.22,0.11,0.22,0
CONFIRMED,0,0,0,0,4.280963604,6.141e-06,-6.141e-06,171.89659,0.00115,-0.00115,2455004.897,0.00115,-0.00115,0.424,0.112,-0.356,2.875,0.042,-0.042,750.8,14.1,-14.1,0.025377,0.000141,-0.000935,1.24482,0.4541,-0.15577,2.3,0.58,-0.19,0.0503,87.72,1012.0,247.87,182.24,-63.32,10.64,3.9,-3.9,0.0,0.0,0.2676,0.3928,6.7006826,52.913242,61.8,1,311.0,1.0,0.4302,5644.0,152.0,-169.0,4.564,0.032,-0.168,-0.14,0.3,-0.3,0.831,0.207,-0.069,0.928,0.094,-0.115,294.26581,49.314091,15.356,15.926,15.314,15.112,15.033,14.121,13.756,13.769,0.0,19.6177106,5.3e-06,49.314102,5.1e-05,-0.33,0.19,0.04,0.18,0.00073,0.00014,6e-05,0.00014,0.003,0.089,-0.065,0.088,0.066,0.088,-0.015,0.089,0.158,0.088,0.158,0.088,0
FALSE POSITIVE,0,0,1,0,1.50635409,4.7e-07,-4.7e-07,170.998064,0.000246,-0.000246,2455003.998,0.000246,-0.000246,0.86,0.042,-0.125,1.5155,0.0483,-0.0483,2211.7,18.3,-18.3,0.049899,0.002001,-0.004217,0.84722,0.97599,-0.30543,4.53,1.01,-0.44,0.025,79.38,1452.0,1054.12,703.1,-292.26,4.67,1.8,-1.8,0.0,0.0,0.2711,0.3858,9.787732,130.6654,181.1,1,882.0,1.0,1.0,5714.0,155.0,-172.0,4.563,0.04,-0.16,-0.2,0.3,-0.3,0.831,0.186,-0.08,0.926,0.09,-0.11,295.66522,49.351009,15.525,16.051,15.474,15.299,15.23,14.266,13.905,13.821,0.0,19.7110359,2.7e-06,49.351189,2.7e-05,0.769,0.096,0.643,0.097,-0.00174,0.00019,-0.0015,0.00022,0.998,0.075,0.821,0.072,1.292,0.075,0.877,0.074,0.734,0.074,1.144,0.076,1
FALSE POSITIVE,0,1,1,0,670.645531,0.001237,-0.001237,209.04355,0.00157,-0.00157,2455042.044,0.00157,-0.00157,0.701,0.004,-0.005,53.412,0.131,-0.131,18091.0,33.5,-33.5,0.131705,0.000242,-0.000326,0.02605,0.00045,-0.00046,14.14,2.13,-0.71,1.5155,89.53,196.0,0.35,0.15,-0.06,85.24,1.5,-1.5,0.0,0.0,0.2111,0.4955,70.64302,96.96236,642.7,1,3.0,1.0,0.0001,5520.0,100.0,-111.0,4.466,0.032,-0.12,0.48,0.05,-0.15,0.983,0.148,-0.049,1.03,0.042,-0.058,296.69861,49.316479,15.207,15.533,14.917,15.068,14.96,13.678,13.317,13.254,0.0,19.7798916,1.8e-06,49.316601,1.1e-05,-0.551,0.062,0.435,0.039,0.0175,0.0035,-0.0049,0.0051,-1.286,0.069,0.227,0.094,1.306,0.07,-1.047,0.089,0.31,0.12,1.092,0.092,1
FALSE POSITIVE,0,1,0,0,61.2563628,0.000156,-0.000156,173.83826,0.00209,-0.00209,2455006.838,0.00209,-0.00209,1.248,6.912,-0.067,7.633,0.105,-0.105,5123.3,70.6,-70.6,0.334628,6.817256,-0.062365,0.12411,1.16709,-0.01383,39.87,12.79,-5.48,0.3137,87.54,505.0,15.43,14.85,-5.51,29.1,14.4,-14.4,0.0,0.0,0.3029,0.3239,31.079844,73.10389,85.3,1,13.0,1.0,0.8513,6144.0,184.0,-220.0,4.402,0.072,-0.217,0.0,0.25,-0.3,1.091,0.35,-0.15,1.093,0.166,-0.135,283.72592,49.479519,15.25,15.689,15.199,15.062,15.033,14.203,13.851,13.848,0.156,18.915049,5.5e-06,49.479597,5.9e-05,-0.43,0.19,0.28,0.21,0.001,0.0014,-0.0009,0.0019,0.063,0.085,-0.055,0.087,0.083,0.086,-0.069,0.086,-0.028,0.093,0.074,0.087,1
CONFIRMED,0,0,0,0,38.3775486,0.0001602,-0.0001602,172.82048,0.00338,-0.00338,2455005.82,0.00338,-0.00338,0.468,0.461,-0.267,5.588,0.113,-0.113,724.2,23.4,-23.4,0.024901,0.000184,-0.001271,1.40588,0.66103,-0.15885,2.82,0.37,-0.34,0.2163,89.44,529.0,18.53,6.72,-4.93,47.8,22.5,-22.5,0.0,0.0,0.224,0.4695,10.352898,31.946487,34.7,1,37.0,1.0,0.3889,5481.0,82.0,-74.0,4.369,0.121,-0.099,0.16,0.15,-0.15,1.036,0.138,-0.124,0.915,0.061,-0.042,291.72202,49.480869,15.172,15.654,15.089,14.965,14.874,13.962,13.639,13.497,0.0,19.4481442,8.2e-06,49.480618,8.5e-05,0.36,0.29,-0.91,0.31,0.00067,0.00021,-0.00104,0.00022,-0.85,0.31,1.54,0.49,1.76,0.56,-0.01,0.13,0.04,0.16,0.04,0.14,0
CONFIRMED,0,0,0,0,41.19725502,9.345e-05,-9.345e-05,165.00404,0.00171,-0.00171,2454998.004,0.00171,-0.00171,0.045,0.337,-0.045,4.6297,0.0633,-0.0633,2213.9,45.5,-45.5,0.041693,0.00118,-0.000613,3.9471,0.11711,-0.98055,3.86,0.15,-0.33,0.217,89.96,439.0,8.76,1.27,-1.9,70.75,2.1,-2.1,0.0,0.0,0.1451,0.582,11.918161,37.877567,51.2,3,26.0,2.0,0.1551,5031.0,75.0,-83.0,4.485,0.083,-0.028,0.16,0.15,-0.15,0.848,0.033,-0.072,0.801,0.052,-0.03,286.99948,48.37579,15.841,16.559,15.77,15.534,15.368,14.363,13.868,13.785,0.123,19.1332861,8.4e-06,48.37579,8e-05,-0.43,0.3,0.0,0.29,0.00111,0.00073,0.00012,0.00079,0.12,0.19,0.0,0.13,0.12,0.19,0.07,0.2,0.03,0.16,0.08,0.16,0
CONFIRMED,0,0,0,0,6.252962249,9.577e-06,-9.577e-06,171.30126,0.00117,-0.00117,2455004.301,0.00117,-0.00117,0.105,0.329,-0.105,2.5819,0.0426,-0.0426,1036.9,24.5,-24.5,0.028604,0.001027,-0.000484,3.28707,0.14618,-1.14248,2.65,0.1,-0.23,0.0617,89.68,823.0,108.3,15.73,-23.44,18.94,0.842,-0.842,0.0,0.0,0.1451,0.582,5.834264,35.96252,47.1,3,167.0,3.0,0.7587,5031.0,75.0,-83.0,4.485,0.083,-0.028,0.16,0.15,-0.15,0.848,0.033,-0.072,0.801,0.052,-0.03,286.99948,48.37579,15.841,16.559,15.77,15.534,15.368,14.363,13.868,13.785,0.236,19.1332878,9.6e-06,48.375832,9e-05,-0.36,0.34,0.15,0.33,0.00042,0.00033,-9e-05,0.00032,0.03,0.16,0.05,0.14,0.06,0.16,-0.02,0.12,0.05,0.13,0.05,0.13,0
CONFIRMED,0,0,0,0,16.01308419,4.854e-05,-4.854e-05,176.3608,0.00243,-0.00243,2455009.361,0.00243,-0.00243,0.799,0.097,-0.551,3.2554,0.0791,-0.0791,1121.9,39.4,-39.4,0.034369,0.003169,-0.004367,1.10942,3.17981,-0.14515,3.1,0.34,-0.31,0.1148,88.14,593.0,29.31,11.77,-8.24,24.7,11.8,-11.8,0.0,0.0,0.1496,0.5746,8.468995,31.066507,33.2,1,65.0,1.0,0.8555,5015.0,164.0,-149.0,4.499,0.092,-0.115,0.1,0.25,-0.25,0.826,0.091,-0.082,0.785,0.085,-0.056,297.02563,48.478588,15.39,16.223,15.342,15.033,14.903,13.855,13.323,13.214,0.167,19.801708,1.3e-05,48.47849,0.00013,-0.03,0.47,-0.36,0.46,-2e-05,0.00055,0.00054,0.00054,-0.06,0.13,-0.21,0.13,0.22,0.13,-0.18,0.13,-0.08,0.11,0.19,0.13,0
CONFIRMED,0,0,0,0,32.62876672,5.801e-05,-5.801e-05,194.1019,0.00138,-0.00138,2455027.102,0.00138,-0.00138,0.021,0.402,-0.021,4.7971,0.058,-0.058,1804.8,25.4,-25.4,0.03852,0.000971,-0.000365,2.79093,0.07518,-0.76489,3.36,0.76,-0.33,0.1889,89.98,506.0,15.55,10.51,-4.18,53.95,1.5,-1.5,0.0,0.0,0.2521,0.421,14.0889,61.372303,80.0,2,34.0,1.0,0.6386,5586.0,152.0,-152.0,4.56,0.05,-0.15,-0.3,0.3,-0.3,0.798,0.181,-0.077,0.844,0.097,-0.078,285.71854,48.505859,15.082,15.64,15.04,14.842,14.765,13.824,13.37,13.299,0.047,19.0478951,7.1e-06,48.505812,6.1e-05,-0.25,0.26,-0.17,0.22,0.00079,0.00045,-0.00016,0.00042,0.037,0.089,0.07,0.13,0.08,0.11,0.121,0.093,-0.09,0.12,0.15,0.11,0
CONFIRMED,0,0,0,0,91.7732862,0.0007518,-0.0007518,193.8378,0.00643,-0.00643,2455026.838,0.00643,-0.00643,0.606,0.335,-0.4,6.473,0.204,-0.204,652.0,36.2,-36.2,0.02432,0.007051,-0.001216,1.60558,1.35632,-1.4525,2.12,0.48,-0.21,0.3764,89.61,359.0,3.92,2.64,-1.06,89.4,37.8,-37.8,0.0,0.0,0.2521,0.421,6.9461374,14.678595,19.1,2,11.0,2.0,0.7668,5586.0,152.0,-152.0,4.56,0.05,-0.15,-0.3,0.3,-0.3,0.798,0.181,-0.077,0.844,0.097,-0.078,285.71854,48.505859,15.082,15.64,15.04,14.842,14.765,13.824,13.37,13.299,0.599,19.047889,3e-05,48.50571,0.00026,-0.5,1.1,-0.52,0.94,0.00041,0.00065,0.00016,0.00057,-0.36,0.35,-0.41,0.59,0.55,0.6,-0.35,0.37,-0.55,0.64,0.65,0.66,0
CONFIRMED,0,0,0,0,4.959319244,5.15e-07,-5.15e-07,172.2585292,8.27e-05,-8.27e-05,2455005.259,8.27e-05,-8.27e-05,0.831,0.016,-0.004,2.22739,0.0075,-0.0075,9802.0,20.0,-20.0,0.103379,0.001245,-7.4e-05,1.46169,0.05503,-0.18338,12.21,1.96,-1.46,0.0565,86.15,1103.0,349.4,146.52,-93.21,12.386,0.466,-0.466,0.0,0.0,0.2602,0.4096,58.764744,670.4895,696.5,1,269.0,1.0,0.0517,5712.0,77.0,-77.0,4.359,0.11,-0.11,0.1,0.15,-0.15,1.082,0.173,-0.13,0.976,0.073,-0.055,292.16705,48.727589,15.263,15.715,15.209,15.069,15.041,14.123,13.815,13.805,0.705,19.47780401,6.2e-07,48.7275662,5.6e-06,0.0,0.022,-0.086,0.02,0.00011,0.00052,-7e-05,0.00075,-0.018,0.067,0.012,0.067,0.022,0.067,-0.021,0.067,-0.077,0.068,0.08,0.068,0
FALSE POSITIVE,0,1,1,0,2.701287801,5.634e-06,-5.634e-06,170.69579,0.00164,-0.00164,2455003.696,0.00164,-0.00164,1.016,3.967,-0.059,3.3827,0.0892,-0.0892,860.4,20.9,-20.9,0.06584,3.758761,-0.032101,0.02818,0.41088,-0.00767,6.54,1.64,-0.75,0.0365,62.69,1222.0,527.81,411.33,-166.35,2.22,1.1,-1.1,0.0,0.0,0.2327,0.4526,5.044661,39.745068,48.3,1,387.0,1.0,0.3375,5550.0,182.0,-182.0,4.468,0.091,-0.169,-0.04,0.3,-0.3,0.91,0.228,-0.105,0.889,0.102,-0.083,297.92365,48.777321,15.54,16.164,15.463,15.272,15.182,14.09,13.724,13.742,0.0,19.8617971,9.3e-06,48.78151,9.2e-05,7.84,0.33,15.08,0.33,-0.00608,0.00028,-0.01249,0.00029,3.39,0.33,5.48,0.3,6.45,0.41,3.46,0.37,5.52,0.33,6.51,0.46,1
CONFIRMED,0,0,0,0,4.49876511,1.777e-05,-1.777e-05,171.34905,0.003,-0.003,2455004.349,0.003,-0.003,0.312,0.154,-0.312,3.7362,0.0934,-0.0934,460.0,17.5,-17.5,0.019817,0.000458,-0.000789,0.67106,0.14046,-0.19399,2.1,0.65,-0.22,0.0542,88.0,1133.0,389.62,365.71,-117.4,8.95,1.9,-1.9,0.0,0.0,0.2889,0.3511,4.435833,26.501581,29.5,1,238.0,1.0,0.1694,6075.0,189.0,-210.0,4.486,0.052,-0.208,-0.12,0.25,-0.35,0.969,0.3,-0.1,1.048,0.139,-0.139,298.45685,48.791592,15.395,15.874,15.335,15.19,15.084,14.199,13.853,13.807,0.281,19.897146,1.3e-05,48.79174,0.00013,0.83,0.47,0.54,0.46,-0.00024,0.00021,-0.0001,0.00021,0.09,0.21,-0.12,0.17,0.15,0.22,0.18,0.25,0.04,0.2,0.19,0.24,0
FALSE POSITIVE,0,1,0,0,19.651209505,5.862e-06,-5.862e-06,179.401981,0.000249,-0.000249,2455012.402,0.000249,-0.000249,0.723,0.01,-0.02,5.2514,0.0179,-0.0179,11766.0,27.7,-27.7,0.106953,0.000536,-5.1e-05,0.67559,0.05956,-0.03177,12.42,3.92,-1.69,0.1433,88.27,730.0,67.03,62.46,-23.51,23.98,2.1,-2.1,0.0,0.0,0.2889,0.3511,85.46643,509.4985,513.4,1,59.0,1.0,0.5224,6074.0,168.0,-210.0,4.391,0.09,-0.21,-0.12,0.3,-0.3,1.063,0.336,-0.144,1.014,0.153,-0.126,291.0939,48.933842,15.536,16.02,15.488,15.329,15.243,14.322,14.024,13.921,0.518,19.40625763,8.6e-07,48.9338338,7.7e-06,-0.059,0.03,-0.022,0.028,0.00021,0.00083,-0.0002,0.0012,0.006,0.067,0.0,0.067,0.006,0.067,-0.028,0.069,0.033,0.067,0.043,0.068,1
CONFIRMED,0,0,0,0,5.412203927,3.052e-06,-3.052e-06,133.143089,0.000468,-0.000468,2454966.143,0.000468,-0.000468,0.787,0.005,-0.565,2.9472,0.024,-0.024,601.6,4.0,-4.0,0.024775,6e-05,-0.001886,0.51087,1.25402,-0.00404,2.94,0.43,-0.38,0.0591,85.12,1093.0,337.68,137.29,-102.18,9.25,4.5,-4.5,0.0,0.0,0.2676,0.3928,46.475086,163.47614,166.7,3,244.0,1.0,0.2265,5779.0,104.0,-115.0,4.339,0.132,-0.108,-0.06,0.15,-0.15,1.087,0.157,-0.142,0.941,0.074,-0.054,287.88733,46.276241,12.791,13.111,12.732,12.654,12.648,11.811,11.555,11.503,0.0,19.1924882,1.9e-06,46.276192,1.9e-05,0.007,0.07,-0.175,0.068,-5.2e-05,4.3e-05,-0.000137,4.2e-05,-0.03,0.079,0.08,0.11,0.08,0.11,-0.16,0.078,-0.18,0.13,0.24,0.11,0
CONFIRMED,0,0,0,0,41.43958662,7.557e-05,-7.557e-05,208.93203,0.00142,-0.00142,2455041.932,0.00142,-0.00142,0.355,0.04,-0.355,10.5989,0.088,-0.088,2793.1,22.6,-22.6,0.048175,0.000284,-0.001083,0.28189,0.06167,-0.03545,5.5,1.57,-0.96,0.2288,89.31,516.0,16.72,14.66,-6.64,29.47,6.4,-6.4,0.0,0.0,0.224,0.4695,27.788597,124.52492,141.1,1,33.0,1.0,0.4776,5468.0,180.0,-164.0,4.367,0.153,-0.187,0.22,0.2,-0.3,1.046,0.297,-0.183,0.93,0.092,-0.074,295.55505,49.017342,15.4,16.068,15.32,15.114,14.996,13.948,13.596,13.519,0.043,19.7036699,2.9e-06,49.017297,3.3e-05,0.0,0.1,-0.15,0.12,-0.00022,0.00032,-0.0004,0.0004,-0.029,0.082,-0.072,0.092,0.078,0.096,-0.049,0.083,-0.069,0.089,0.085,0.094,0
CONFIRMED,0,0,0,0,8.35389523,1.524e-05,-1.524e-05,171.63257,0.00133,-0.00133,2455004.633,0.00133,-0.00133,0.023,0.423,-0.023,2.2514,0.0518,-0.0518,1041.6,28.2,-28.2,0.029305,0.000955,-0.000532,6.73215,0.38293,-2.25954,2.52,0.54,-0.24,0.0768,89.95,790.0,91.9,59.06,-24.15,29.18,1.7,-1.7,0.0,0.0,0.2521,0.421,5.6967807,36.34974,43.4,1,127.0,1.0,0.5047,5592.0,152.0,-152.0,4.582,0.036,-0.144,-0.28,0.3,-0.3,0.787,0.169,-0.073,0.862,0.089,-0.097,285.49924,49.277351,15.317,15.862,15.267,15.083,14.985,13.996,13.582,13.533,0.645,19.033292,1e-05,49.277375,9.9e-05,0.32,0.36,0.09,0.36,-0.00025,0.00037,-9e-05,0.00037,0.0,0.11,0.09,0.14,0.09,0.14,0.04,0.11,-0.17,0.14,0.17,0.13,0
CONFIRMED,0,0,0,0,4.125543472,3.133e-06,-3.133e-06,169.752585,0.000613,-0.000613,2455002.753,0.000613,-0.000613,0.597,0.235,-0.367,3.1744,0.0362,-0.0362,1487.3,13.3,-13.3,0.036796,0.00263,-0.001282,0.67162,0.43306,-0.44111,4.43,1.44,-0.51,0.0529,85.95,1243.0,565.35,542.47,-188.14,8.45,2.7,-2.7,0.0,0.0,0.3024,0.3288,9.387555,94.70979,128.6,1,323.0,1.0,0.6043,6174.0,173.0,-239.0,4.417,0.056,-0.21,0.1,0.2,-0.3,1.103,0.358,-0.128,1.162,0.158,-0.158,291.93616,49.253979,15.506,15.977,15.453,15.305,15.253,14.38,14.083,14.198,0.431,19.4624133,3.5e-06,49.254001,3.4e-05,0.07,0.12,0.07,0.12,-0.00012,0.00017,-9e-05,0.00018,-0.034,0.071,0.009,0.071,0.035,0.071,-0.066,0.072,0.036,0.075,0.075,0.073,0
CONFIRMED,0,0,0,0,2.816504904,1.65e-07,-1.65e-07,170.9676846,4.66e-05,-4.66e-05,2455003.968,4.66e-05,-4.66e-05,0.105,0.264,-0.119,2.50587,0.00666,-0.00666,16814.0,11.0,-11.0,0.117059,0.001834,-0.000297,2.09079,0.12997,-0.41666,12.21,1.62,-0.87,0.0383,89.37,1219.0,521.13,184.34,-97.95,9.571,0.595,-0.595,0.0,0.0,0.2291,0.4603,104.64681,1328.3038,1406.8,1,474.0,1.0,0.7998,5532.0,74.0,-83.0,4.452,0.063,-0.108,0.14,0.15,-0.15,0.955,0.127,-0.068,0.941,0.053,-0.047,297.01547,49.225288,15.052,15.636,14.988,14.802,14.685,13.732,13.393,13.315,0.0,19.8010403,2.2e-07,49.2253781,2.6e-06,0.3386,0.0076,0.317,0.0093,-0.00034,0.00064,0.00069,0.00097,-0.024,0.067,-0.007,0.067,0.025,0.067,0.032,0.069,0.159,0.068,0.162,0.069,0
FALSE POSITIVE,0,1,1,0,33.93373447,6.154e-05,-6.154e-05,186.67608,0.00137,-0.00137,2455019.676,0.00137,-0.00137,0.812,0.006,-0.009,14.561,0.104,-0.104,8503.7,44.3,-44.3,0.095386,0.000555,-0.000616,0.0371,0.00146,-0.00227,7.34,0.9,-0.6,0.1881,86.45,430.0,8.11,3.25,-2.06,13.12,0.516,-0.516,0.0,0.0,0.1646,0.5508,52.86124,193.4089,236.1,1,31.0,1.0,0.0299,5040.0,136.0,-151.0,4.628,0.03,-0.07,-0.24,0.3,-0.3,0.705,0.086,-0.058,0.782,0.063,-0.087,284.17233,49.360722,15.716,16.453,15.673,15.4,15.253,14.249,13.732,13.748,0.0,18.9449095,1.8e-06,49.360813,1.7e-05,3.101,0.063,0.336,0.06,-0.0247,0.001,-0.0016,0.0015,3.254,0.071,0.163,0.07,3.258,0.071,3.353,0.07,0.066,0.076,3.353,0.07,1
